Entry Name,Level up Rate,Catch Rate,Gender Ratio,Exp yield,Base Happiness,Height,Weight,Cry ID,Unknown 1,Unknown 2,National Dex Index,Hoenn dex regional id,Name ID,Species Name ID,Unknown 3,Unknown 4,Unknown 5,Model ID,Types 1,Types 2,Abilities 1,Abilities 2,TM01 FOCUS PUNCH,TM02 DRAGON CLAW,TM03 WATER PULSE,TM04 CALM MIND,TM05 ROAR,TM06 TOXIC,TM07 HAIL,TM08 BULK UP,TM09 BULLET SEED,TM10 HIDDEN POWER,TM11 SUNNY DAY,TM12 TAUNT,TM13 ICE BEAM,TM14 BLIZZARD,TM15 HYPER BEAM,TM16 LIGHT SCREEN,TM17 PROTECT,TM18 RAIN DANCE,TM19 GIGA DRAIN,TM20 SAFEGUARD,TM21 FRUSTRATION,TM22 SOLARBEAM,TM23 IRON TAIL,TM24 THUNDERBOLT,TM25 THUNDER,TM26 EARTHQUAKE,TM27 RETURN,TM28 DIG,TM29 PSYCHIC,TM30 SHADOW BALL,TM31 BRICK BREAK,TM32 DOUBLE TEAM,TM33 REFLECT,TM34 SHOCK WAVE,TM35 FLAMETHROWER,TM36 SLUDGE BOMB,TM37 SANDSTORM,TM38 FIRE BLAST,TM39 ROCK TOMB,TM40 AERIAL ACE,TM41 TORMENT,TM42 FACADE,TM43 SECRET POWER,TM44 REST,TM45 ATTRACT,TM46 THIEF,TM47 STEEL WING,TM48 SKILL SWAP,TM49 SNATCH,TM50 OVERHEAT,HM01 CUT,HM02 FLY,HM03 SURF,HM04 STRENGTH,HM05 FLASH,HM06 ROCK SMASH,HM07 WATERFALL,HM08 DIVE,TutorMove08 BODY SLAM,TutorMove11 DOUBLE-EDGE,TutorMove03 SEISMIC TOSS,TutorMove01 MIMIC,TutorMove06 DREAM EATER,TutorMove02 THUNDER WAVE,TutorMove05 SUBSTITUTE,TutorMove04 ICY WIND,TutorMove07 SWAGGER,TutorMove10 SKY ATTACK,TutorMove12 SELFDESTRUCT,TutorMove09 NIGHTMARE,Wild Items 1,Wild Items 2,Egg Moves 1,Egg Moves 2,Egg Moves 3,Egg Moves 4,Egg Moves 5,Egg Moves 6,Egg Moves 7,Egg Moves 8,Base Stats HP,Base Stats Attack,Base Stats Defense,Base Stats Sp.Atk,Base Stats Sp.Def,Base Stats Speed,EV Yields HP,EV Yields Attack,EV Yields Defense,EV Yields Sp.Atk,EV Yields Sp.Def,EV Yields Speed,Evolutions 1 Evolution Method,Evolutions 1 Evolution Condition,Evolutions 1 Evolved Form,Evolutions 2 Evolution Method,Evolutions 2 Evolution Condition,Evolutions 2 Evolved Form,Evolutions 3 Evolution Method,Evolutions 3 Evolution Condition,Evolutions 3 Evolved Form,Evolutions 4 Evolution Method,Evolutions 4 Evolution Condition,Evolutions 4 Evolved Form,Evolutions 5 Evolution Method,Evolutions 5 Evolution Condition,Evolutions 5 Evolved Form,Level Up Moves 1 Level,Level Up Moves 1 Move,Level Up Moves 2 Level,Level Up Moves 2 Move,Level Up Moves 3 Level,Level Up Moves 3 Move,Level Up Moves 4 Level,Level Up Moves 4 Move,Level Up Moves 5 Level,Level Up Moves 5 Move,Level Up Moves 6 Level,Level Up Moves 6 Move,Level Up Moves 7 Level,Level Up Moves 7 Move,Level Up Moves 8 Level,Level Up Moves 8 Move,Level Up Moves 9 Level,Level Up Moves 9 Move,Level Up Moves 10 Level,Level Up Moves 10 Move,Level Up Moves 11 Level,Level Up Moves 11 Move,Level Up Moves 12 Level,Level Up Moves 12 Move,Level Up Moves 13 Level,Level Up Moves 13 Move,Level Up Moves 14 Level,Level Up Moves 14 Move,Level Up Moves 15 Level,Level Up Moves 15 Move,Level Up Moves 16 Level,Level Up Moves 16 Move,Level Up Moves 17 Level,Level Up Moves 17 Move,Level Up Moves 18 Level,Level Up Moves 18 Move,Level Up Moves 19 Level,Level Up Moves 19 Move,Regular Sprites Pokedex Colour ID,Regular Sprites Face ID,Regular Sprites Purify Chamber Image ID,Shiny Sprites Pokedex Colour ID,Shiny Sprites Face ID,Shiny Sprites Purify Chamber Image ID
EEVEE  - 133,Standard (0),45,87.5% Male (31),92,70 (0x46),3,65,595 (0x253),133 (0x85),1360 (0x550),133,288,EEVEE (0x46D),EVOLUTION (0x656),0 (0x0),139 (0x8B),525 (0x20D),pkx_eievui.fsys (133),NORMAL (0),NORMAL (0),RUN AWAY (50),None (0),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,None (0),None (0),CHARM (204),FLAIL (175),ENDURE (203),CURSE (174),TICKLE (321),WISH (273),None (0),None (0),55,55,50,45,65,55,0,0,0,0,1,0,Evolution Stone (7),96 (0x60),JOLTEON (135),Evolution Stone (7),97 (0x61),VAPOREON (134),Evolution Stone (7),95 (0x5F),FLAREON (136),Level Up With Key Item (16),516 (0x204),ESPEON (196),Level Up With Key Item (16),517 (0x205),UMBREON (197),1,TACKLE (33),1,TAIL WHIP (39),1,HELPING HAND (270),8,SAND-ATTACK (28),16,GROWL (45),23,QUICK ATTACK (98),30,BITE (44),36,BATON PASS (226),42,TAKE DOWN (36),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),6 (0x6),face133.gtx Regular (133),poke_dance.fsys -> eievui.atx (0x1C1B3200),6 (0x6),face133.gtx Shiny (519),poke_dance.fsys -> eievui_c.atx (0x1C1C3200)
VAPOREON  - 134,Standard (0),45,87.5% Male (31),196,70 (0x46),10,290,596 (0x254),134 (0x86),1360 (0x550),134,289,VAPOREON (0x46E),BUBBLE JET (0x5E9),0 (0x0),140 (0x8C),526 (0x20E),pkx_showers.fsys (134),WATER (11),WATER (11),WATER ABSORB (11),None (0),FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None (0),None (0),CHARM (204),FLAIL (175),ENDURE (203),CURSE (174),TICKLE (321),WISH (273),None (0),None (0),130,65,60,110,95,65,2,0,0,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,TACKLE (33),1,TAIL WHIP (39),1,HELPING HAND (270),8,SAND-ATTACK (28),16,WATER GUN (55),23,QUICK ATTACK (98),30,BITE (44),36,AURORA BEAM (62),42,HAZE (114),47,ACID ARMOR (151),52,HYDRO PUMP (56),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),2 (0x2),face134.gtx Regular (134),poke_dance.fsys -> showers.atx (0x1E063200),2 (0x2),face134.gtx Shiny (520),poke_dance.fsys -> showers_c.atx (0x1E073200)
JOLTEON  - 135,Standard (0),45,87.5% Male (31),197,70 (0x46),8,245,597 (0x255),135 (0x87),1360 (0x550),135,290,JOLTEON (0x46F),LIGHTNING (0x61F),0 (0x0),141 (0x8D),527 (0x20F),pkx_thunders.fsys (135),ELECTR (13),ELECTR (13),VOLT ABSORB (10),None (0),FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,None (0),None (0),CHARM (204),FLAIL (175),ENDURE (203),CURSE (174),TICKLE (321),WISH (273),None (0),None (0),65,65,60,110,95,130,0,0,0,0,0,2,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,TACKLE (33),1,TAIL WHIP (39),1,HELPING HAND (270),8,SAND-ATTACK (28),16,THUNDERSHOCK (84),23,QUICK ATTACK (98),30,DOUBLE KICK (24),36,PIN MISSILE (42),42,THUNDER WAVE (86),47,AGILITY (97),52,THUNDER (87),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),3 (0x3),face135.gtx Regular (135),poke_dance.fsys -> thunders.atx (0x1E333200),3 (0x3),face135.gtx Shiny (521),poke_dance.fsys -> thunders_c.atx (0x1E343200)
FLAREON  - 136,Standard (0),45,87.5% Male (31),198,70 (0x46),9,250,598 (0x256),136 (0x88),1360 (0x550),136,291,FLAREON (0x470),FLAME (0x6C8),0 (0x0),142 (0x8E),528 (0x210),pkx_booster.fsys (136),FIRE (10),FIRE (10),FLASH FIRE (18),None (0),FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,None (0),None (0),CHARM (204),FLAIL (175),ENDURE (203),CURSE (174),TICKLE (321),WISH (273),None (0),None (0),65,130,60,95,110,65,0,2,0,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,TACKLE (33),1,TAIL WHIP (39),1,HELPING HAND (270),8,SAND-ATTACK (28),16,EMBER (52),23,QUICK ATTACK (98),30,BITE (44),36,FIRE SPIN (83),42,SMOG (123),47,LEER (43),52,FLAMETHROWER (53),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),1 (0x1),face136.gtx Regular (136),poke_dance.fsys -> booster.atx (0x1BC73200),1 (0x1),face136.gtx Shiny (522),poke_dance.fsys -> booster_c.atx (0x1BC83200)
PORYGON  - 137,Standard (0),45,Genderless (255),130,70 (0x46),8,365,599 (0x257),137 (0x89),1360 (0x550),137,292,PORYGON (0x471),VIRTUAL (0x6A0),0 (0x0),143 (0x8F),529 (0x211),pkx_porygon.fsys (137),NORMAL (0),NORMAL (0),TRACE (36),None (0),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),65,60,70,85,75,40,0,0,0,1,0,0,Trade With Item (6),218 (0xDA),PORYGON2 (233),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,CONVERSION 2 (176),1,TACKLE (33),1,CONVERSION (160),9,AGILITY (97),12,PSYBEAM (60),20,RECOVER (105),24,SHARPEN (159),32,LOCK-ON (199),36,TRI ATTACK (161),44,RECYCLE (278),48,ZAP CANNON (192),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),10 (0xA),face137.gtx Regular (137),poke_dance.fsys -> porygon.atx (0x1DB63200),10 (0xA),face137.gtx Shiny (523),poke_dance.fsys -> porygon_c.atx (0x1DB93200)
OMANYTE  - 138,Standard (0),45,87.5% Male (31),120,70 (0x46),4,75,600 (0x258),138 (0x8A),1360 (0x550),138,293,OMANYTE (0x472),SPIRAL (0x602),0 (0x0),144 (0x90),530 (0x212),pkx_omnite.fsys (138),ROCK (5),WATER (11),SWIFT SWIM (33),SHELL ARMOR (75),FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None (0),None (0),BUBBLEBEAM (61),AURORA BEAM (62),SLAM (21),SUPERSONIC (48),HAZE (114),ROCK SLIDE (157),SPIKES (191),None (0),35,40,100,90,55,35,0,0,1,0,0,0,Level Up (4),40 (0x28),OMASTAR (139),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,CONSTRICT (132),1,WITHDRAW (110),13,BITE (44),19,WATER GUN (55),25,MUD SHOT (341),31,LEER (43),37,PROTECT (182),43,TICKLE (321),49,ANCIENTPOWER (246),55,HYDRO PUMP (56),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),2 (0x2),face138.gtx Regular (138),poke_dance.fsys -> omnite.atx (0x1D823200),2 (0x2),face138.gtx Shiny (524),poke_dance.fsys -> omnite_c.atx (0x1D833200)
OMASTAR  - 139,Standard (0),45,87.5% Male (31),199,70 (0x46),10,350,601 (0x259),139 (0x8B),1360 (0x550),139,294,OMASTAR (0x473),SPIRAL (0x602),0 (0x0),145 (0x91),531 (0x213),pkx_omstar.fsys (139),ROCK (5),WATER (11),SWIFT SWIM (33),SHELL ARMOR (75),FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None (0),None (0),BUBBLEBEAM (61),AURORA BEAM (62),SLAM (21),SUPERSONIC (48),HAZE (114),ROCK SLIDE (157),SPIKES (191),None (0),70,60,125,115,70,55,0,0,2,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,CONSTRICT (132),1,WITHDRAW (110),1,BITE (44),13,BITE (44),19,WATER GUN (55),25,MUD SHOT (341),31,LEER (43),37,PROTECT (182),40,SPIKE CANNON (131),46,TICKLE (321),55,ANCIENTPOWER (246),65,HYDRO PUMP (56),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),2 (0x2),face139.gtx Regular (139),poke_dance.fsys -> omstar.atx (0x1D843200),2 (0x2),face139.gtx Shiny (525),poke_dance.fsys -> omstar_c.atx (0x1D853200)
KABUTO  - 140,Standard (0),45,87.5% Male (31),119,70 (0x46),5,115,602 (0x25A),140 (0x8C),1360 (0x550),140,295,KABUTO (0x474),SHELLFISH (0x63A),0 (0x0),146 (0x92),532 (0x214),pkx_kabuto.fsys (140),ROCK (5),WATER (11),SWIFT SWIM (33),BATTLE ARMOR (4),FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None (0),None (0),BUBBLEBEAM (61),AURORA BEAM (62),RAPID SPIN (229),DIG (91),FLAIL (175),KNOCK OFF (282),CONFUSE RAY (109),None (0),30,80,90,55,45,55,0,0,1,0,0,0,Level Up (4),40 (0x28),KABUTOPS (141),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,SCRATCH (10),1,HARDEN (106),13,ABSORB (71),19,LEER (43),25,MUD SHOT (341),31,SAND-ATTACK (28),37,ENDURE (203),43,METAL SOUND (319),49,MEGA DRAIN (72),55,ANCIENTPOWER (246),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),6 (0x6),face140.gtx Regular (140),poke_dance.fsys -> kabuto.atx (0x1CA63200),6 (0x6),face140.gtx Shiny (526),poke_dance.fsys -> kabuto_c.atx (0x1CA93200)
KABUTOPS  - 141,Standard (0),45,87.5% Male (31),201,70 (0x46),13,405,603 (0x25B),141 (0x8D),1360 (0x550),141,296,KABUTOPS (0x475),SHELLFISH (0x63A),0 (0x0),147 (0x93),533 (0x215),pkx_kabutops.fsys (141),ROCK (5),WATER (11),SWIFT SWIM (33),BATTLE ARMOR (4),FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None (0),None (0),BUBBLEBEAM (61),AURORA BEAM (62),RAPID SPIN (229),DIG (91),FLAIL (175),KNOCK OFF (282),CONFUSE RAY (109),None (0),60,115,105,65,70,80,0,2,0,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,SCRATCH (10),1,HARDEN (106),1,ABSORB (71),13,ABSORB (71),19,LEER (43),25,MUD SHOT (341),31,SAND-ATTACK (28),37,ENDURE (203),40,SLASH (163),46,METAL SOUND (319),55,MEGA DRAIN (72),65,ANCIENTPOWER (246),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),6 (0x6),face141.gtx Regular (141),poke_dance.fsys -> kabutops.atx (0x1CA73200),6 (0x6),face141.gtx Shiny (527),poke_dance.fsys -> kabutops_c.atx (0x1CA83200)
AERODACTYL  - 142,Very Slow (5),45,87.5% Male (31),202,70 (0x46),18,590,604 (0x25C),142 (0x8E),1357 (0x54D),142,297,AERODACTYL (0x476),FOSSIL (0x61A),0 (0x0),148 (0x94),534 (0x216),pkx_ptera.fsys (142),ROCK (5),FLYING (2),ROCK HEAD (69),PRESSURE (46),FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,None (0),None (0),WHIRLWIND (18),PURSUIT (228),FORESIGHT (193),STEEL WING (211),DRAGONBREATH (225),CURSE (174),None (0),None (0),80,105,65,60,75,130,0,0,0,0,0,2,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,WING ATTACK (17),8,AGILITY (97),15,BITE (44),22,SUPERSONIC (48),29,ANCIENTPOWER (246),36,SCARY FACE (184),43,TAKE DOWN (36),50,HYPER BEAM (63),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),7 (0x7),face142.gtx Regular (142),poke_dance.fsys -> ptera.atx (0x1DBE3200),7 (0x7),face142.gtx Shiny (528),poke_dance.fsys -> ptera_c.atx (0x1DBF3200)
SNORLAX  - 143,Very Slow (5),25,87.5% Male (31),154,70 (0x46),21,4600,605 (0x25D),143 (0x8F),1357 (0x54D),143,298,SNORLAX (0x477),SLEEPING (0x5F3),0 (0x0),149 (0x95),535 (0x217),pkx_kabigon.fsys (143),NORMAL (0),NORMAL (0),IMMUNITY (17),THICK FAT (47),TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,LEFTOVERS (200),LEFTOVERS (200),LICK (122),CHARM (204),DOUBLE-EDGE (38),CURSE (174),FISSURE (90),SUBSTITUTE (164),None (0),None (0),160,110,65,65,110,30,2,0,0,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,TACKLE (33),6,AMNESIA (133),10,DEFENSE CURL (111),15,BELLY DRUM (187),19,HEADBUTT (29),24,YAWN (281),28,REST (156),28,SNORE (173),33,BODY SLAM (34),37,BLOCK (335),42,COVET (343),46,ROLLOUT (205),51,HYPER BEAM (63),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),5 (0x5),face143.gtx Regular (143),poke_dance.fsys -> kabigon.atx (0x1CA43200),5 (0x5),face143.gtx Shiny (529),poke_dance.fsys -> kabigon_c.atx (0x1CA53200)
ARTICUNO  - 144,Very Slow (5),3,Genderless (255),215,35 (0x23),17,554,606 (0x25E),144 (0x90),1356 (0x54C),144,299,ARTICUNO (0x478),FREEZE (0x6EA),0 (0x0),150 (0x96),536 (0x218),pkx_freezer.fsys (144),ICE (15),FLYING (2),PRESSURE (46),None (0),FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,None (0),None (0),EXTRASENSORY (326),None (0),None (0),None (0),None (0),None (0),None (0),None (0),90,85,100,95,125,85,0,0,0,0,3,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,GUST (16),1,POWDER SNOW (181),13,MIST (54),25,AGILITY (97),37,MIND READER (170),49,ICE BEAM (58),61,REFLECT (115),73,BLIZZARD (59),85,SHEER COLD (329),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),2 (0x2),face144.gtx Regular (144),poke_dance.fsys -> freezer.atx (0x1C313200),2 (0x2),face144.gtx Shiny (530),poke_dance.fsys -> freezer_c.atx (0x1C323200)
